User ID,Gender,Age,EstimatedSalary,MaritalStatus,EducationLevel,EmploymentStatus,CreditScore,LoanAmount,NumOfDependents,HomeOwnership,MobileBankingUsage,AnnualExpenses,InternetUsagePerDay,Purchased
100766,Male,40,83044,Married,High School,Unemployed,502,25854,2,Mortgage,0,53691,1.22,1
100767,Female,25,99955,Single,PhD,Unemployed,646,38226,0,Rent,0,69970,2.77,1
100768,Female,35,81030,Married,Master,Employed,351,19032,4,Rent,1,52604,2.23,1
100769,Male,29,31814,Divorced,Master,Unemployed,655,30272,3,Own,0,54508,2.18,0
100770,Male,48,119340,Married,High School,Student,818,43118,1,Rent,1,47279,5.29,1
100771,Male,31,30024,Single,Master,Unemployed,662,41952,1,Rent,1,5579,3.38,0
100772,Male,51,83288,Married,PhD,Unemployed,344,49633,0,Rent,1,17587,1.78,1
100773,Female,35,129236,Married,Bachelor,Employed,677,36109,1,Own,0,5645,7.16,1
100774,Female,51,77836,Divorced,High School,Unemployed,711,35606,1,Mortgage,0,53470,7.06,1
100775,Male,28,27435,Divorced,Master,Retired,441,6538,0,Own,1,11263,6.97,1
100776,Male,58,87084,Married,PhD,Retired,557,45237,0,Rent,0,20928,3.43,1
100777,Female,29,144023,Single,Bachelor,Student,336,10533,0,Rent,0,31809,0.93,1
100778,Female,32,90601,Married,Master,Student,344,31792,3,Rent,0,48591,1.3,1
100779,Male,48,108416,Single,High School,Student,345,6477,0,Mortgage,0,36901,2.57,1
100780,Male,46,140871,Single,Master,Student,600,10363,0,Mortgage,0,32875,2.15,1
100781,Male,43,138645,Single,Master,Employed,587,13264,0,Rent,1,13499,7.05,1
100782,Female,35,23407,Married,Master,Unemployed,568,47304,4,Rent,0,5233,7.9,0
100783,Female,49,118943,Single,Bachelor,Employed,361,12819,4,Mortgage,0,22418,6.63,1
100784,Female,39,52940,Married,Bachelor,Student,541,13191,3,Own,0,64566,5.97,1
100785,Male,55,25666,Single,Master,Unemployed,653,7499,3,Own,1,65164,4.91,0
100786,Male,34,57122,Single,Master,Retired,370,45847,1,Mortgage,1,17930,6.27,1
100787,Female,40,138647,Married,High School,Employed,712,18668,4,Mortgage,0,20246,7.6,1
100788,Female,41,45092,Divorced,Master,Unemployed,360,9762,3,Rent,1,43785,5.01,1
100789,Male,25,149753,Divorced,PhD,Retired,751,32292,3,Mortgage,0,42889,1.66,1
100790,Female,58,143402,Married,PhD,Retired,692,20248,1,Mortgage,1,52864,1.73,1
100791,Female,23,95645,Married,High School,Student,828,39813,0,Rent,1,39503,4.88,1
100792,Male,22,121190,Divorced,Bachelor,Retired,604,45944,2,Mortgage,0,9277,3.0,1
100793,Female,46,120468,Divorced,Master,Retired,490,12333,1,Rent,1,5941,7.33,1
100794,Male,45,149207,Divorced,High School,Student,377,31652,2,Own,0,5349,5.09,1
100795,Male,28,46505,Married,Bachelor,Unemployed,824,42406,1,Own,0,32262,5.57,0
100796,Male,18,56713,Single,High School,Unemployed,600,14070,1,Own,1,6405,0.54,1
100797,Male,36,74387,Married,Bachelor,Student,316,26856,0,Rent,1,12464,4.24,1
100798,Male,26,63169,Divorced,Master,Employed,733,32628,3,Own,1,18508,3.73,1
100799,Male,44,93282,Single,High School,Student,342,38807,4,Own,0,37029,5.79,1
100800,Male,51,97511,Married,Master,Unemployed,367,24423,1,Rent,0,49587,3.37,1
100801,Female,21,71742,Divorced,High School,Employed,679,49033,0,Rent,0,6545,7.82,0
100802,Male,53,60522,Married,Bachelor,Student,511,26212,2,Own,1,58472,5.53,1
100803,Male,35,101132,Single,High School,Unemployed,502,36741,3,Own,1,64095,5.45,1
100804,Female,32,139622,Divorced,PhD,Unemployed,408,5626,1,Own,1,55898,7.4,1
100805,Female,30,138764,Married,PhD,Unemployed,583,41767,2,Mortgage,1,33957,7.96,1
100806,Female,36,123489,Single,High School,Retired,524,3292,1,Rent,0,12896,1.98,1
100807,Male,23,119397,Single,PhD,Retired,417,15859,4,Rent,1,22738,6.58,0
100808,Female,29,23880,Married,Master,Employed,639,31585,4,Rent,0,49592,1.72,1
100809,Male,54,63454,Single,PhD,Employed,580,17807,3,Rent,0,45098,3.93,1
100810,Male,34,75711,Divorced,PhD,Employed,790,4819,2,Own,0,9288,1.25,0
100811,Male,40,63539,Single,Master,Retired,318,25087,4,Rent,1,30744,5.18,0
100812,Male,43,128984,Married,Master,Employed,474,46450,0,Mortgage,1,26150,4.01,1
100813,Female,46,88321,Divorced,Bachelor,Unemployed,768,48553,3,Mortgage,1,27341,5.22,1
100814,Female,50,107985,Single,Master,Unemployed,441,2280,1,Own,1,50004,5.58,1
100815,Male,44,34799,Single,High School,Employed,762,14241,2,Own,1,44603,5.15,1
100816,Male,42,134584,Divorced,PhD,Employed,597,43779,2,Rent,1,40353,2.71,1
100817,Male,27,124843,Divorced,Bachelor,Retired,769,15147,0,Own,1,26091,6.78,1
100818,Female,40,80102,Single,Master,Unemployed,672,20816,4,Own,1,5900,4.64,1
100819,Male,38,70726,Divorced,PhD,Student,767,2629,2,Own,1,51702,4.17,1
100820,Male,38,68784,Married,High School,Student,737,39267,0,Mortgage,1,24725,7.9,1
100821,Female,30,140364,Single,High School,Retired,742,9634,0,Rent,1,33722,2.63,1
100822,Female,54,133034,Married,Bachelor,Retired,755,4014,1,Own,1,29078,4.46,1
100823,Male,50,63333,Single,High School,Retired,547,11773,0,Rent,1,21511,5.62,1
100824,Female,41,60828,Married,PhD,Unemployed,441,18881,3,Rent,1,23059,1.44,1
100825,Female,28,89526,Married,Master,Employed,701,9280,2,Rent,0,23161,3.16,1
100826,Male,34,74362,Divorced,High School,Employed,521,26555,3,Mortgage,0,10165,6.51,1
100827,Female,21,73997,Single,Master,Retired,483,42421,0,Rent,0,29809,2.28,0
100828,Male,42,143973,Divorced,PhD,Unemployed,663,20936,0,Rent,1,15687,4.2,1
100829,Female,47,70341,Divorced,PhD,Student,487,28332,3,Own,0,21967,5.23,1
100830,Male,26,39073,Single,Master,Retired,412,45588,1,Own,1,39234,5.53,1
100831,Male,38,122399,Married,PhD,Unemployed,480,28077,0,Mortgage,1,13694,5.96,1
100832,Male,37,34549,Single,Bachelor,Retired,498,8637,3,Rent,0,44518,6.99,1
100833,Female,36,103795,Single,High School,Unemployed,369,25955,3,Mortgage,1,67361,3.45,1
100834,Male,36,76920,Single,Bachelor,Unemployed,784,21880,2,Rent,1,66724,5.8,0
100835,Female,29,105326,Divorced,Bachelor,Retired,698,47158,1,Mortgage,1,38923,5.99,1
100836,Male,54,95515,Single,Bachelor,Employed,309,17155,4,Rent,1,35641,2.75,1
100837,Male,59,149392,Single,Master,Retired,302,4060,3,Own,0,63843,7.76,1
100838,Female,34,40316,Single,Master,Employed,777,47465,2,Mortgage,1,45728,6.99,0
100839,Male,54,46183,Married,PhD,Employed,366,49081,4,Own,0,55087,2.67,1
100840,Male,56,113860,Married,Master,Student,396,41278,2,Rent,0,48551,5.56,1
100841,Female,45,44624,Married,PhD,Unemployed,830,3950,2,Mortgage,1,54507,5.88,1
100842,Male,58,82515,Married,Master,Retired,617,48155,1,Own,0,23378,3.74,1
100843,Male,52,123712,Divorced,PhD,Unemployed,397,24802,0,Own,1,10156,6.98,1
100844,Male,35,105781,Divorced,High School,Student,356,7063,1,Own,1,35333,5.68,1
100845,Male,31,66705,Single,PhD,Employed,406,15205,4,Rent,0,60433,5.44,1
100846,Female,52,109326,Divorced,High School,Retired,387,45690,1,Mortgage,0,47405,2.16,1
100847,Female,58,46756,Married,PhD,Unemployed,670,27507,0,Own,0,35140,3.56,1
100848,Male,24,80390,Single,Master,Student,674,8661,1,Rent,1,15851,3.75,1
100849,Female,58,88369,Single,Master,Employed,351,37189,1,Rent,0,61561,6.0,1
100850,Male,30,90821,Married,High School,Employed,340,35758,1,Rent,0,10364,5.14,0
100851,Female,35,29589,Married,Bachelor,Unemployed,390,14057,3,Mortgage,0,68002,1.14,1
100852,Male,54,133012,Married,Bachelor,Employed,338,21240,3,Rent,1,16472,2.81,1
100853,Male,30,34116,Divorced,PhD,Student,312,35250,1,Rent,1,8974,4.05,1
100854,Male,53,93181,Single,Master,Employed,403,36313,0,Mortgage,0,23888,6.03,1
100855,Male,48,64786,Married,Bachelor,Retired,342,37988,0,Mortgage,0,23530,6.08,1
100856,Male,19,114686,Single,Master,Retired,508,13491,0,Rent,0,29053,4.18,0
100857,Male,33,143711,Single,Master,Unemployed,775,34410,0,Rent,1,45072,1.38,1
100858,Female,26,96425,Divorced,Master,Student,408,14332,2,Own,1,6210,2.7,1
100859,Male,26,50286,Single,PhD,Employed,513,21302,1,Mortgage,1,27563,2.41,1
100860,Female,55,123081,Married,High School,Employed,708,35354,1,Mortgage,1,46589,6.36,1
100861,Male,28,35994,Married,PhD,Employed,376,19793,2,Own,1,15909,1.85,0
100862,Female,39,121039,Single,Bachelor,Retired,394,7504,0,Rent,0,67942,3.99,1
100863,Female,50,131915,Single,High School,Student,568,29425,4,Rent,0,59034,5.53,1
100864,Female,53,142961,Divorced,Bachelor,Employed,660,30811,4,Rent,1,44592,7.74,1
100865,Male,40,110198,Married,High School,Unemployed,829,48395,2,Rent,1,43966,7.99,1
100866,Male,51,124672,Married,High School,Student,461,30746,4,Own,0,31070,7.65,1
100867,Female,26,46639,Single,PhD,Student,764,18225,3,Mortgage,0,6107,5.89,0
100868,Male,41,37205,Single,Master,Employed,847,40696,1,Mortgage,0,49037,6.1,0
100869,Female,25,76677,Single,Master,Retired,486,31973,4,Rent,0,42754,6.19,0
100870,Male,24,52930,Married,High School,Student,351,38355,3,Own,0,41202,6.97,1
100871,Female,53,93313,Single,PhD,Unemployed,787,28196,1,Rent,0,45791,7.64,1
100872,Female,35,113851,Divorced,Bachelor,Student,830,20290,3,Rent,0,16246,3.84,1
100873,Male,20,133153,Divorced,Bachelor,Retired,695,43954,1,Own,0,24199,3.62,1
100874,Female,45,112509,Single,Master,Unemployed,391,11124,1,Own,0,44829,3.95,1
100875,Male,23,38316,Divorced,Master,Retired,656,38824,4,Mortgage,0,66125,5.45,0
100876,Female,38,47304,Divorced,Bachelor,Employed,443,39750,2,Mortgage,0,23419,6.32,1
100877,Female,45,121839,Divorced,Bachelor,Student,498,3272,4,Rent,1,44575,7.03,1
100878,Male,57,116058,Divorced,PhD,Unemployed,622,7141,0,Rent,1,44741,3.92,1
100879,Male,18,107876,Divorced,Bachelor,Retired,631,25678,3,Mortgage,1,5169,3.23,1
100880,Male,53,105366,Married,PhD,Employed,563,10161,0,Own,0,33407,7.88,1
100881,Female,38,33403,Single,Master,Unemployed,516,2071,1,Rent,0,31872,2.24,1
100882,Male,52,100052,Divorced,Bachelor,Student,733,18120,4,Rent,1,17949,2.17,1
100883,Female,30,137478,Single,Master,Student,759,26941,0,Own,1,52313,5.87,1
100884,Female,27,104627,Divorced,High School,Retired,802,40144,0,Rent,0,18199,1.85,1
100885,Male,27,93495,Married,High School,Unemployed,768,25133,0,Own,0,65131,3.5,1
100886,Male,30,51932,Married,High School,Employed,665,4630,1,Mortgage,0,65659,2.69,0
100887,Female,54,116090,Divorced,Bachelor,Employed,538,1227,1,Mortgage,1,19476,1.77,1
100888,Female,55,56701,Divorced,Master,Employed,695,49110,1,Mortgage,0,46591,4.85,1
100889,Male,41,23385,Divorced,Bachelor,Retired,694,40433,0,Mortgage,0,46764,3.3,0
100890,Male,19,141324,Married,Master,Employed,374,15008,3,Mortgage,0,35899,3.97,1
100891,Male,39,119226,Married,PhD,Unemployed,397,20954,4,Rent,0,26399,1.97,1
100892,Male,34,77241,Single,Bachelor,Retired,682,41761,4,Mortgage,1,52740,6.26,1
100893,Male,53,30367,Married,High School,Student,669,15675,1,Rent,1,28281,2.86,1
100894,Female,31,85030,Divorced,PhD,Retired,584,2619,0,Rent,0,51803,3.07,1
100895,Female,27,66505,Single,Master,Retired,555,13885,3,Own,1,8034,2.39,0
100896,Female,52,144462,Married,Bachelor,Retired,608,3204,2,Rent,1,18328,3.76,1
100897,Female,42,53332,Married,Master,Unemployed,475,41510,1,Rent,0,49047,3.98,1
100898,Male,20,105178,Divorced,Master,Student,527,12694,2,Mortgage,1,58632,4.47,1
100899,Male,55,96325,Single,Bachelor,Student,646,45586,4,Mortgage,0,24796,7.76,1
100900,Male,34,55268,Married,Bachelor,Retired,641,41342,4,Own,0,9988,7.29,1
100901,Female,29,106486,Married,Master,Retired,538,10373,3,Own,1,12130,5.07,0
100902,Female,41,45563,Divorced,Master,Retired,649,12448,3,Rent,0,52872,0.79,0
100903,Male,46,125185,Single,PhD,Unemployed,754,32210,2,Own,0,41637,5.09,1
100904,Male,42,56404,Single,High School,Unemployed,740,26410,4,Mortgage,0,60251,1.17,1
100905,Female,53,75182,Single,Master,Employed,814,30028,3,Mortgage,0,5791,5.83,1
100906,Female,43,52991,Single,High School,Student,380,3764,3,Mortgage,1,17333,3.43,0
100907,Male,55,124601,Divorced,PhD,Employed,660,44369,4,Rent,0,48511,6.78,1
100908,Male,18,67663,Married,High School,Employed,587,12467,4,Rent,1,41609,7.57,1
100909,Female,37,85886,Married,High School,Retired,307,9199,0,Own,1,65558,3.63,1
100910,Male,45,142002,Single,PhD,Unemployed,386,28095,3,Mortgage,1,8356,3.95,1
100911,Male,33,103848,Single,Master,Employed,585,44179,2,Rent,0,45290,4.93,1
100912,Male,34,44127,Single,High School,Employed,698,33463,1,Rent,1,9925,1.98,1
100913,Female,57,77692,Married,Master,Employed,373,40007,1,Own,1,15764,7.45,1
100914,Female,45,114389,Married,Master,Retired,738,48711,4,Mortgage,1,59226,3.75,1
100915,Female,29,57500,Single,Bachelor,Retired,422,14617,2,Mortgage,1,17096,1.75,1
100916,Female,44,53785,Divorced,Master,Unemployed,676,29304,0,Own,1,44468,6.22,1
100917,Female,59,104146,Married,Master,Employed,442,4329,3,Own,1,7094,2.14,1
100918,Female,47,109126,Married,High School,Employed,457,32193,0,Own,1,50583,1.58,1
100919,Female,58,114979,Single,Master,Unemployed,729,12563,2,Own,0,54021,4.72,0
100920,Male,51,67997,Divorced,Master,Unemployed,747,6584,0,Mortgage,0,11250,5.54,0
100921,Male,54,27170,Single,Bachelor,Unemployed,709,9805,4,Mortgage,1,20362,4.77,1
100922,Male,23,33303,Single,Bachelor,Student,670,26264,1,Own,1,46575,5.42,0
100923,Male,24,91743,Divorced,High School,Unemployed,408,10089,4,Rent,0,51021,1.37,1
100924,Male,49,97852,Divorced,High School,Retired,335,14639,3,Rent,1,69606,4.07,1
100925,Male,49,55187,Divorced,Bachelor,Student,389,25685,4,Mortgage,1,26636,3.18,1
100926,Male,42,85034,Married,Bachelor,Unemployed,714,49256,2,Mortgage,0,17185,7.8,1
100927,Female,50,91776,Single,PhD,Retired,595,12110,2,Own,1,44771,0.87,1
100928,Female,24,21893,Married,Master,Unemployed,345,34928,3,Rent,1,21142,2.74,1
100929,Male,29,33753,Divorced,High School,Unemployed,787,45941,3,Mortgage,1,58448,7.56,0
100930,Male,33,58090,Married,High School,Student,469,22128,1,Rent,1,40069,7.88,1
100931,Female,33,84922,Divorced,Master,Retired,445,41099,0,Own,0,48190,6.69,1
100932,Male,53,96768,Divorced,Master,Employed,719,15684,1,Mortgage,1,10269,1.07,0
100933,Male,30,79412,Single,High School,Unemployed,302,48566,4,Mortgage,1,14764,4.71,1
100934,Female,24,142406,Single,Bachelor,Student,562,25419,0,Rent,0,48988,3.5,1
100935,Male,53,76030,Single,Bachelor,Retired,620,2527,3,Rent,0,32113,6.55,1
100936,Female,26,37509,Married,Master,Unemployed,545,16220,2,Mortgage,1,21888,0.91,0
100937,Male,49,88653,Single,High School,Employed,776,24702,4,Rent,1,19748,1.98,1
100938,Female,28,56929,Divorced,Master,Retired,558,43873,1,Rent,1,56097,4.17,1
100939,Female,25,149626,Single,Bachelor,Retired,392,28757,3,Own,1,56013,1.68,1
100940,Female,50,68291,Married,PhD,Student,832,47664,0,Rent,1,35203,5.7,1
100941,Male,40,24042,Single,PhD,Unemployed,638,14085,0,Mortgage,1,57874,6.66,0
100942,Female,42,82574,Single,Bachelor,Unemployed,559,16205,2,Own,1,57835,5.78,0
100943,Male,25,57201,Single,Master,Retired,536,21994,3,Mortgage,0,54555,3.8,0
100944,Male,39,112282,Married,PhD,Unemployed,440,31945,3,Own,0,25715,7.09,0
100945,Male,21,34016,Divorced,Bachelor,Retired,779,21634,4,Own,1,47579,1.53,0
100946,Male,57,45022,Divorced,High School,Employed,649,43966,4,Rent,1,7906,2.45,1
100947,Female,20,120962,Divorced,Master,Student,429,31569,0,Rent,1,32589,4.17,1
100948,Female,46,47938,Single,Master,Unemployed,836,31175,1,Mortgage,1,16808,0.96,1
100949,Male,58,63678,Single,PhD,Unemployed,310,46166,0,Rent,1,26112,1.22,1
100950,Male,46,138171,Married,Master,Student,556,7626,4,Own,1,29093,3.48,1
100951,Female,51,149638,Divorced,PhD,Employed,668,36623,4,Rent,0,69945,7.58,1
100952,Male,51,121248,Single,PhD,Employed,693,4964,4,Mortgage,0,6569,7.31,1
100953,Female,45,81720,Single,Bachelor,Employed,718,48377,0,Own,1,49676,3.99,1
100954,Male,30,125514,Single,PhD,Employed,318,48258,3,Mortgage,1,68695,1.57,1
100955,Male,32,76805,Married,High School,Employed,409,19058,1,Rent,1,5139,1.84,1
100956,Female,40,94323,Divorced,Master,Retired,736,26766,1,Own,0,9683,3.33,1
100957,Male,43,21986,Married,PhD,Unemployed,804,47098,4,Mortgage,0,44498,2.08,1
100958,Female,21,96478,Divorced,Master,Unemployed,333,36160,2,Rent,0,31419,1.12,1
100959,Male,43,102994,Divorced,PhD,Unemployed,587,17262,0,Rent,1,65722,5.55,1
100960,Male,57,32161,Single,Bachelor,Retired,554,40646,3,Mortgage,0,16156,4.86,1
100961,Male,26,40689,Single,High School,Student,433,48672,4,Own,1,10062,2.68,0
100962,Female,22,147101,Single,Master,Employed,798,35689,2,Mortgage,1,58817,6.34,1
100963,Male,49,114699,Single,Bachelor,Student,696,29965,4,Rent,1,32745,6.32,1
100964,Male,37,80924,Single,Master,Employed,786,11884,2,Mortgage,1,39940,4.18,1
100965,Male,28,121311,Divorced,Bachelor,Employed,512,5433,1,Rent,0,27463,1.22,1
100966,Male,32,119273,Single,High School,Student,649,19211,2,Own,1,41188,7.39,0
100967,Female,49,94308,Single,PhD,Unemployed,318,11691,1,Mortgage,1,11277,5.51,1
100968,Female,45,121128,Married,Bachelor,Retired,418,32063,1,Own,0,32619,2.35,1
100969,Male,39,83745,Married,Master,Student,601,34484,0,Mortgage,1,39017,5.08,0
100970,Female,58,146881,Divorced,Master,Unemployed,584,22244,2,Rent,1,60216,3.54,1
100971,Male,34,21211,Divorced,Bachelor,Employed,526,25660,3,Own,1,53839,5.27,0
100972,Male,43,20229,Married,High School,Unemployed,806,37536,3,Rent,0,35244,4.05,1
100973,Male,24,138972,Married,High School,Employed,800,36475,2,Mortgage,1,7697,4.14,0
100974,Female,59,68542,Single,PhD,Employed,511,31084,0,Rent,1,68183,6.02,1
100975,Female,43,34345,Single,PhD,Unemployed,655,49919,3,Mortgage,0,40521,5.1,0
100976,Female,42,121489,Divorced,Master,Employed,786,25802,4,Own,1,19903,1.1,1
100977,Female,27,51819,Married,Master,Retired,620,43267,3,Rent,1,50394,0.99,0
100978,Female,36,67779,Divorced,PhD,Unemployed,522,21614,0,Rent,1,59086,2.79,1
100979,Female,28,102421,Single,PhD,Student,490,6033,1,Mortgage,1,27849,3.73,1
100980,Female,30,112244,Divorced,PhD,Employed,799,5386,1,Mortgage,0,41652,2.56,1
100981,Female,25,85584,Divorced,Bachelor,Employed,794,13150,1,Mortgage,0,12254,5.39,0
100982,Female,57,39950,Divorced,PhD,Retired,536,9157,0,Own,1,37862,1.96,1
100983,Male,21,35173,Single,Bachelor,Retired,321,47881,1,Rent,0,9291,5.78,0
100984,Female,48,137743,Divorced,Bachelor,Student,626,49742,1,Mortgage,1,66631,6.3,1
100985,Female,45,78032,Single,PhD,Employed,844,31408,0,Mortgage,1,19991,1.43,1
100986,Female,28,135074,Married,High School,Student,426,8675,4,Rent,0,50577,5.38,1
100987,Female,18,119273,Divorced,High School,Student,664,27228,3,Own,1,18040,7.71,1
100988,Female,55,48036,Divorced,Master,Employed,343,19251,0,Rent,1,43548,1.95,1
100989,Female,41,143885,Single,PhD,Student,818,24349,0,Mortgage,1,59235,7.32,1
100990,Female,48,132857,Divorced,Master,Student,427,16826,2,Rent,1,53109,5.05,1
100991,Female,58,91356,Single,PhD,Retired,429,46609,1,Mortgage,0,64019,4.93,1
100992,Female,43,34292,Divorced,Master,Retired,828,10124,4,Mortgage,0,13204,0.89,0
100993,Female,22,23052,Married,Bachelor,Student,620,7588,2,Rent,0,40069,6.11,0
100994,Female,37,64377,Married,PhD,Employed,485,31943,4,Rent,0,25467,4.09,1
100995,Male,58,109317,Married,High School,Retired,647,49590,1,Own,0,60271,5.91,1
100996,Male,28,87838,Divorced,PhD,Student,780,29034,1,Mortgage,1,43992,6.57,1
100997,Female,50,87819,Divorced,Master,Unemployed,660,23151,1,Mortgage,0,5372,4.43,1
100998,Female,55,133689,Married,Master,Unemployed,586,33400,3,Mortgage,0,42257,2.48,1
100999,Male,44,128103,Married,Master,Student,481,14536,4,Mortgage,1,19201,1.56,1
101000,Female,51,35620,Single,Master,Unemployed,750,3700,4,Mortgage,1,10851,1.7,1
101001,Male,32,50461,Single,Master,Retired,396,27074,2,Rent,1,11028,7.0,0
101002,Male,49,40750,Married,Master,Employed,613,9809,0,Mortgage,1,62761,1.43,1
101003,Male,38,118426,Married,High School,Student,845,16115,1,Rent,1,67522,3.39,1
101004,Male,22,108719,Divorced,Master,Retired,320,46513,1,Own,0,68615,3.01,1
101005,Male,23,29472,Married,High School,Employed,796,20071,2,Mortgage,0,54968,6.99,0
101006,Female,55,89263,Single,PhD,Unemployed,702,39100,4,Own,0,34445,4.08,1
101007,Male,39,132036,Single,Bachelor,Unemployed,423,24190,3,Rent,1,64147,7.97,1
101008,Female,35,77602,Single,High School,Unemployed,418,22440,4,Rent,0,24996,6.03,0
101009,Female,31,45523,Single,PhD,Unemployed,776,27080,3,Own,1,32980,6.88,0
101010,Male,27,50766,Single,Bachelor,Retired,402,45927,3,Mortgage,0,48899,1.24,1
101011,Male,30,123262,Single,High School,Retired,632,33947,4,Rent,1,68769,2.4,1
101012,Female,48,86060,Married,High School,Employed,758,8996,1,Rent,0,29131,1.52,0
101013,Male,47,29079,Single,PhD,Student,429,44545,3,Rent,0,27734,3.98,1
101014,Male,20,28399,Single,Master,Employed,433,15862,2,Rent,1,61591,5.89,0
101015,Female,47,80726,Single,High School,Student,456,39232,2,Rent,1,39100,1.77,1
101016,Female,23,112906,Single,High School,Unemployed,724,24104,3,Rent,1,19738,1.48,1
101017,Male,46,36532,Married,PhD,Unemployed,734,18305,1,Own,0,16438,5.11,0
101018,Female,25,142689,Divorced,Master,Unemployed,688,36860,3,Mortgage,1,60513,2.23,1
101019,Male,50,102357,Divorced,Bachelor,Unemployed,617,6527,2,Mortgage,1,53799,4.09,1
101020,Male,34,63162,Divorced,Master,Retired,804,45559,2,Mortgage,1,52429,0.88,1
101021,Male,28,23749,Divorced,Master,Employed,489,14727,4,Mortgage,0,5755,5.6,0
101022,Female,30,31353,Single,PhD,Student,710,30967,1,Own,1,67716,4.56,1
101023,Female,28,132313,Divorced,Master,Student,351,24849,4,Own,0,8525,5.36,1
101024,Female,48,48477,Divorced,PhD,Retired,745,3719,0,Mortgage,0,34884,2.57,0
101025,Female,45,44570,Married,Bachelor,Unemployed,743,49680,3,Rent,0,6796,2.59,1
101026,Female,23,106373,Married,High School,Employed,681,49235,4,Mortgage,1,18754,6.51,1
101027,Male,58,31437,Married,High School,Unemployed,673,13924,1,Rent,0,17161,5.89,0
101028,Male,33,58104,Single,PhD,Retired,674,10215,3,Rent,1,57211,4.85,1
101029,Male,21,83370,Single,PhD,Student,688,25588,3,Own,1,7177,5.21,1
101030,Male,52,24551,Single,Master,Retired,778,26290,3,Rent,1,33132,1.21,1
101031,Female,43,88359,Married,Master,Student,703,49009,3,Own,0,7050,6.92,1
101032,Male,29,74880,Divorced,High School,Employed,767,21009,3,Mortgage,0,56141,6.27,1
101033,Female,28,32916,Married,High School,Student,804,32912,1,Own,0,61670,4.93,1
101034,Male,54,146150,Single,High School,Employed,382,2144,0,Rent,1,30130,7.39,1
101035,Female,42,100703,Married,PhD,Unemployed,618,38302,2,Rent,1,53260,1.76,1
101036,Female,35,61445,Divorced,Bachelor,Unemployed,366,15635,0,Rent,0,43577,5.65,0
101037,Male,36,67636,Single,Bachelor,Retired,713,34488,2,Mortgage,0,59765,7.72,1
101038,Male,40,93927,Divorced,PhD,Employed,752,2006,4,Own,1,29841,2.83,1
101039,Male,55,98194,Divorced,Master,Unemployed,497,12490,3,Mortgage,1,30498,0.61,1
101040,Male,35,49685,Single,Bachelor,Employed,558,28044,4,Own,1,48031,6.01,0
101041,Female,43,71134,Divorced,Master,Unemployed,597,8099,4,Mortgage,1,30109,0.55,1
101042,Male,23,108916,Married,High School,Unemployed,579,24500,2,Mortgage,0,43744,7.04,1
101043,Male,21,127967,Divorced,High School,Student,599,46079,1,Rent,0,52106,0.92,1
101044,Female,46,114455,Divorced,Master,Retired,428,1537,3,Mortgage,1,17175,5.4,1
101045,Male,51,147763,Divorced,High School,Student,797,49697,4,Mortgage,0,6693,3.33,1
101046,Male,34,87847,Married,PhD,Employed,737,12016,0,Own,0,67319,2.03,1
101047,Male,33,59993,Divorced,Master,Unemployed,591,36453,3,Mortgage,1,68914,7.24,0
101048,Male,19,64333,Divorced,Master,Retired,506,2980,1,Rent,1,56203,6.1,0
101049,Male,51,128574,Married,Master,Unemployed,593,6906,3,Mortgage,0,33266,3.05,1
101050,Female,25,78865,Single,Bachelor,Unemployed,328,34307,4,Own,1,50863,2.63,0
101051,Male,30,99096,Single,Master,Student,478,24430,0,Own,0,32407,6.02,1
101052,Male,59,69756,Single,Master,Employed,340,45844,4,Mortgage,1,19838,6.77,1
101053,Male,25,142863,Divorced,Master,Retired,769,29629,1,Mortgage,0,66671,5.87,1
101054,Male,47,81192,Single,Bachelor,Retired,491,28775,2,Own,1,40688,5.3,1
101055,Male,49,80686,Married,High School,Retired,643,41029,0,Rent,0,26229,2.21,1
101056,Female,53,68733,Divorced,Bachelor,Employed,577,31398,1,Mortgage,1,9167,6.9,1
101057,Male,47,124089,Divorced,PhD,Retired,654,42988,1,Rent,1,27615,6.12,1
101058,Female,18,45993,Divorced,Master,Employed,828,1051,4,Rent,1,58775,4.38,0
101059,Female,56,50492,Single,PhD,Retired,385,25818,4,Mortgage,1,46845,4.34,1
101060,Male,34,40981,Single,Bachelor,Unemployed,616,2686,4,Rent,1,60898,4.77,0
101061,Male,37,44143,Single,High School,Employed,636,20205,2,Own,0,36169,6.71,1
101062,Male,41,97603,Divorced,High School,Student,444,23947,3,Rent,0,43907,6.07,1
101063,Male,39,109452,Married,Master,Retired,614,9096,3,Own,1,36158,6.92,0
101064,Female,46,80277,Divorced,High School,Student,524,43800,4,Mortgage,0,39226,4.3,1
101065,Male,39,127044,Married,Bachelor,Employed,722,9616,4,Rent,0,25179,5.18,1
101066,Male,26,131957,Divorced,Bachelor,Unemployed,353,44087,2,Own,1,16347,6.91,1
101067,Male,54,69990,Married,High School,Student,367,9545,3,Own,0,41178,2.24,0
101068,Male,27,148406,Divorced,Master,Student,633,37458,2,Mortgage,0,58176,3.83,1
101069,Male,53,82888,Divorced,Master,Unemployed,376,9484,1,Rent,0,60421,5.15,1
101070,Male,54,89351,Married,Bachelor,Unemployed,838,1716,3,Own,0,38330,7.36,1
101071,Female,45,117372,Married,High School,Employed,454,24667,4,Own,1,53145,0.62,1
